BBEID,BBEScore,BBEVote,numRatings,ratingByStars,LikedPercent
38378,85,1,6557,"['1960', '2410', '1686', '419', '82']",92
38379,85,1,4798,"['3111', '964', '499', '138', '86']",95
38380,85,1,9961,"['2959', '2408', '3206', '1119', '269']",86
38381,85,2,3052,"['1061', '1060', '744', '150', '37']",94
38382,85,1,4340,"['1127', '1596', '1227', '289', '101']",91
38383,85,1,6214,"['1938', '2658', '1403', '184', '31']",97
38384,85,1,481,"['134', '137', '158', '41', '11']",89
38385,85,1,293,"['131', '79', '56', '17', '10']",91
38386,85,1,450,"['96', '158', '141', '48', '7']",88
38387,85,1,42,"['16', '17', '8', '1', '0']",98
38388,85,1,501,"['232', '156', '94', '15', '4']",96
38389,85,1,13771,"['6040', '4391', '2538', '574', '228']",94
38390,85,1,191,"['61', '46', '65', '19', '0']",90
38391,85,1,594,"['302', '148', '106', '31', '7']",94
38392,85,1,2023,"['776', '737', '406', '83', '21']",95
38393,85,1,2830,"['1359', '884', '458', '82', '47']",95
38394,85,1,183,"['74', '71', '29', '4', '5']",95
38395,85,1,4196,"['998', '1830', '1164', '170', '34']",95
38396,85,1,722,"['216', '218', '176', '71', '41']",84
38397,85,1,683,"['271', '239', '144', '20', '9']",96
38398,85,2,13378,"['3223', '5514', '3356', '985', '300']",90
38399,85,2,2983,"['1099', '1110', '653', '93', '28']",96
38400,85,1,75,"['33', '23', '16', '1', '2']",96
38401,85,1,101,"['43', '35', '21', '2', '0']",98
38402,85,1,330,"['118', '125', '68', '15', '4']",94
38403,85,2,11411,"['4032', '4989', '2023', '296', '71']",97
38404,85,1,1754,"['377', '701', '514', '135', '27']",91
38405,85,1,824,"['391', '276', '132', '20', '5']",97
38406,85,1,3343,"['397', '1064', '1219', '499', '164']",80
38407,85,1,93,"['21', '26', '25', '16', '5']",77
38408,85,1,496,"['113', '183', '150', '46', '4']",90
38409,85,1,164,"['58', '72', '25', '8', '1']",95
38410,85,1,486,"['192', '151', '94', '31', '18']",90
38411,85,1,2189,"['1225', '564', '282', '76', '42']",95
38412,85,1,2799,"['1544', '772', '359', '84', '40']",96
38413,85,1,37,"['17', '10', '7', '2', '1']",92
38414,85,1,1581,"['728', '531', '255', '49', '18']",96
38415,85,1,344,"['86', '129', '96', '23', '10']",90
38416,85,1,38,"['19', '6', '4', '7', '2']",76
38417,85,1,6059,"['2234', '2347', '1259', '173', '46']",96
38418,85,1,6496,"['2713', '2317', '1138', '235', '93']",95
38419,85,1,359,"['79', '115', '102', '30', '33']",82
38420,85,1,1766,"['342', '628', '554', '188', '54']",86
38421,85,1,3983,"['1915', '1370', '540', '119', '39']",96
38422,85,1,1817,"['685', '578', '361', '132', '61']",89
38423,85,1,13514,"['4686', '5437', '2520', '518', '353']",94
38424,85,1,2132,"['794', '790', '405', '103', '40']",93
38425,85,1,388,"['148', '144', '74', '18', '4']",94
38426,85,1,1330,"['358', '531', '348', '73', '20']",93
38427,85,1,57,"['21', '17', '14', '3', '2']",91
38428,85,1,10266,"['2647', '4111', '3120', '342', '46']",96
38429,85,1,235,"['70', '63', '53', '31', '18']",79
38430,85,1,7954,"['3337', '3066', '1406', '130', '15']",98
38431,85,1,2465,"['1354', '734', '315', '48', '14']",97
38432,85,1,53,"['22', '18', '4', '8', '1']",83
38433,85,1,1410,"['818', '382', '154', '39', '17']",96
38434,85,1,5,"['0', '1', '0', '2', '2']",20
38435,85,1,1213,"['404', '511', '238', '41', '19']",95
38436,85,1,59,"['14', '18', '21', '4', '2']",90
38437,85,1,592,"['320', '130', '90', '30', '22']",91
38438,85,1,1575,"['486', '608', '352', '105', '24']",92
38439,85,1,120,"['53', '36', '17', '11', '3']",88
38440,85,1,4030,"['1281', '1479', '959', '223', '88']",92
38441,85,1,4181,"['1888', '1256', '745', '222', '70']",93
38442,85,1,1067,"['686', '283', '80', '10', '8']",98
38443,85,1,575,"['267', '186', '81', '25', '16']",93
38444,85,1,2,[],0
38445,85,1,5071,"['1731', '1867', '1174', '234', '65']",94
38446,85,1,8650,"['2776', '3976', '1744', '128', '26']",98
38447,85,1,229,"['94', '82', '38', '10', '5']",93
38448,85,1,2486,"['1018', '775', '505', '126', '62']",92
38449,85,1,98,"['58', '31', '6', '1', '2']",97
38450,85,1,767,"['214', '277', '199', '49', '28']",90
38451,85,1,22236,"['4835', '8708', '7078', '1282', '333']",93
38452,85,1,2557,"['858', '946', '633', '106', '14']",95
38453,85,1,212,"['76', '76', '39', '15', '6']",90
38454,85,1,20,"['2', '5', '6', '3', '4']",65
38455,85,1,3152,"['965', '1393', '692', '84', '18']",97
38456,85,1,40,"['18', '8', '8', '6', '0']",85
38457,85,1,415,"['156', '81', '109', '49', '20']",83
38458,85,1,9604,"['4907', '3211', '1147', '246', '93']",96
38459,85,1,210,"['67', '80', '51', '7', '5']",94
38460,85,1,1189,"['451', '328', '265', '96', '49']",88
38461,85,2,4079,"['605', '1569', '1397', '403', '105']",88
38462,85,1,168,"['87', '47', '21', '10', '3']",92
38463,85,2,4596,"['2681', '1286', '483', '95', '51']",97
38464,85,1,1282,"['417', '455', '325', '68', '17']",93
38465,85,1,3,[],0
38466,85,1,756,"['433', '209', '87', '19', '8']",96
38467,85,1,1019,"['408', '357', '201', '36', '17']",95
38468,85,1,1077,"['268', '347', '373', '71', '18']",92
38469,85,1,982,"['246', '360', '291', '71', '14']",91
38470,85,1,813,"['362', '311', '113', '22', '5']",97
38471,85,1,9035,"['4297', '2983', '1366', '282', '107']",96
38472,85,1,4063,"['2220', '1295', '438', '91', '19']",97
38473,85,1,9353,"['4836', '2957', '1254', '230', '76']",97
38474,85,1,377,"['257', '98', '17', '4', '1']",99
38475,85,1,9769,"['3510', '3418', '2212', '479', '150']",94
38476,85,1,4587,"['1902', '1684', '822', '146', '33']",96
38477,85,1,525,"['253', '186', '72', '9', '5']",97
38478,85,1,8216,"['2708', '3137', '1795', '437', '139']",93
38479,85,1,634,"['81', '233', '257', '50', '13']",90
38480,85,1,15858,"['1837', '4244', '5650', '2941', '1186']",74
38481,85,1,596,"['137', '198', '170', '67', '24']",85
38482,85,1,2903,"['1299', '1140', '414', '39', '11']",98
38483,85,1,2189,"['1068', '783', '264', '58', '16']",97
38484,85,1,166,"['92', '38', '26', '4', '6']",94
38485,85,1,810,"['501', '228', '58', '19', '4']",97
38486,85,1,320,"['183', '71', '43', '8', '15']",93
38487,85,1,2252,"['964', '813', '378', '71', '26']",96
38488,85,1,27,"['17', '6', '3', '1', '0']",96
38489,85,1,2806,"['731', '870', '982', '197', '26']",92
38490,85,1,6637,"['2160', '2572', '1497', '332', '76']",94
38491,85,1,5,"['4', '1', '0', '0', '0']",100
38492,85,1,477,"['106', '146', '144', '59', '22']",83
38493,85,1,10987,"['4254', '3887', '2240', '473', '133']",94
38494,85,1,4471,"['1387', '1513', '1251', '275', '45']",93
38495,85,1,42,"['6', '16', '13', '7', '0']",83
38496,85,1,8598,"['2190', '3359', '2604', '391', '54']",95
38497,85,1,622,"['197', '252', '148', '19', '6']",96
38498,85,1,192,"['88', '65', '23', '11', '5']",92
38499,85,1,5728,"['1752', '1984', '1451', '413', '128']",91
38500,85,1,17569,"['5293', '5277', '5355', '1340', '304']",91
38501,85,2,3992,"['920', '1408', '1161', '364', '139']",87
38502,85,1,7165,"['2704', '2436', '1399', '444', '182']",91
38503,85,1,20,"['5', '8', '4', '3', '0']",85
38504,85,1,1788,"['450', '564', '478', '200', '96']",83
38505,85,1,807,"['393', '287', '101', '15', '11']",97
38506,85,1,1,[],0
38507,85,1,10,"['7', '0', '0', '1', '2']",70
38508,85,1,79,"['29', '23', '21', '5', '1']",92
38509,85,1,28,"['6', '15', '7', '0', '0']",100
38510,85,1,350,"['128', '127', '69', '18', '8']",93
38511,85,1,68,"['17', '21', '21', '8', '1']",87
38512,85,1,1880,"['728', '615', '386', '106', '45']",92
38513,85,1,4705,"['1395', '1564', '1467', '244', '35']",94
38514,85,1,194,"['37', '59', '76', '18', '4']",89
38515,85,1,117,"['57', '33', '21', '2', '4']",95
38516,85,1,7285,"['3665', '2209', '992', '277', '142']",94
38517,85,1,1503,"['657', '425', '299', '90', '32']",92
38518,85,1,1386,"['287', '484', '441', '134', '40']",87
38519,85,1,5718,"['2867', '1863', '774', '162', '52']",96
38520,85,1,4564,"['1651', '1465', '1020', '312', '116']",91
38521,85,1,7,"['5', '2', '0', '0', '0']",100
38522,85,1,3615,"['1257', '1410', '740', '160', '48']",94
38523,85,1,598,"['250', '253', '86', '7', '2']",98
38524,85,1,1101,"['290', '398', '274', '98', '41']",87
38525,85,1,55,"['13', '17', '18', '5', '2']",87
38526,85,1,1786,"['1000', '467', '222', '55', '42']",95
38527,85,1,5403,"['2560', '1460', '884', '294', '205']",91
38528,85,1,12934,"['5113', '4619', '2299', '637', '266']",93
38529,85,1,2188,"['575', '899', '574', '106', '34']",94
38530,85,1,10,"['6', '2', '1', '1', '0']",90
38531,85,1,979,"['199', '329', '260', '126', '65']",80
38532,85,1,35,"['8', '9', '13', '3', '2']",86
38533,85,1,317,"['92', '115', '91', '15', '4']",94
38534,85,1,5580,"['2239', '1881', '1098', '286', '76']",94
38535,85,1,9573,"['3718', '3791', '1676', '310', '78']",96
38536,85,1,214,"['56', '77', '44', '21', '16']",83
38537,85,1,20670,"['6329', '7517', '5279', '1207', '338']",93
38538,85,1,1857,"['526', '421', '457', '280', '173']",76
38539,85,1,207,"['61', '98', '33', '11', '4']",93
38540,85,1,206,"['48', '79', '56', '13', '10']",89
38541,85,1,107,"['44', '24', '20', '11', '8']",82
38542,85,1,1314,"['339', '494', '382', '89', '10']",92
38543,85,1,41,"['14', '14', '10', '2', '1']",93
38544,85,1,3293,"['929', '1201', '916', '205', '42']",92
38545,85,1,17424,"['5368', '6652', '4269', '919', '216']",93
38546,85,1,1095,"['432', '321', '280', '57', '5']",94
38547,85,1,717,"['195', '219', '216', '72', '15']",88
38548,85,1,2457,"['826', '940', '553', '105', '33']",94
38549,85,1,4,[],0
38550,85,1,2455,"['953', '961', '412', '92', '37']",95
38551,85,1,2445,"['777', '800', '601', '199', '68']",89
38552,85,1,17018,"['3033', '6454', '5497', '1645', '389']",88
38553,85,1,55,"['29', '19', '7', '0', '0']",100
38554,85,1,1468,"['281', '489', '521', '132', '45']",88
38555,85,1,30,"['23', '6', '0', '0', '1']",97
38556,85,1,153,"['34', '49', '53', '11', '6']",89
38557,85,1,17836,"['5405', '6341', '4611', '1202', '277']",92
38558,85,1,44,"['5', '7', '14', '9', '9']",59
38559,85,1,24379,"['2935', '7196', '10634', '3150', '464']",85
38560,85,1,410,"['115', '149', '100', '35', '11']",89
38561,85,1,37171,"['24915', '6527', '3763', '1119', '847']",95
38562,85,1,1856,"['959', '567', '260', '55', '15']",96
38563,85,1,1492,"['806', '395', '166', '57', '68']",92
38564,85,1,70,"['25', '22', '16', '5', '2']",90
38565,85,1,78,"['22', '34', '17', '5', '0']",94
38566,85,1,2707,"['1304', '867', '420', '86', '30']",96
38567,85,1,13853,"['4687', '4813', '3209', '860', '284']",92
38568,85,1,34,"['13', '9', '8', '2', '2']",88
38569,85,1,1981,"['531', '855', '474', '89', '32']",94
38570,85,2,195,"['141', '39', '11', '3', '1']",98
38571,85,1,8536,"['4080', '2847', '1224', '277', '108']",95
38572,85,1,149,"['34', '63', '41', '10', '1']",93
38573,85,1,931,"['168', '302', '375', '77', '9']",91
38574,85,1,213,"['45', '67', '67', '24', '10']",84
38575,85,1,2794,"['862', '1182', '555', '144', '51']",93
38576,85,1,1513,"['658', '529', '264', '55', '7']",96
38577,85,1,1944,"['635', '620', '524', '133', '32']",92
38578,85,1,12804,"['1230', '3555', '5114', '2164', '741']",77
38579,85,1,65,"['50', '7', '4', '1', '3']",94
38580,85,1,2718,"['1891', '345', '279', '105', '98']",93
38581,85,1,1364,"['262', '577', '389', '96', '40']",90
38582,85,1,2550,"['949', '897', '523', '129', '52']",93
38583,85,1,1361,"['330', '479', '386', '118', '48']",88
38584,85,1,6855,"['2345', '2800', '1379', '265', '66']",95
38585,85,1,8402,"['2572', '3356', '1941', '407', '126']",94
38586,85,1,4114,"['2019', '1372', '572', '123', '28']",96
38587,85,1,528,"['153', '178', '137', '46', '14']",89
38588,85,1,1553,"['1007', '377', '122', '26', '21']",97
38589,85,1,979,"['490', '285', '135', '48', '21']",93
38590,85,1,2222,"['479', '860', '623', '181', '79']",88
38591,85,1,27,"['4', '4', '10', '7', '2']",67
38592,85,1,1075,"['354', '375', '261', '64', '21']",92
38593,85,1,9440,"['4177', '3707', '1357', '166', '33']",98
38594,85,1,1142,"['378', '413', '273', '66', '12']",93
38595,85,1,1783,"['579', '545', '413', '154', '92']",86
38596,85,1,1533,"['682', '567', '246', '29', '9']",98
38597,85,1,2210,"['432', '824', '738', '183', '33']",90
38598,85,1,956,"['362', '362', '176', '49', '7']",94
38599,85,1,28,"['9', '9', '7', '2', '1']",89
38600,85,1,10473,"['5444', '2799', '1738', '358', '134']",95
38601,85,1,6,"['4', '1', '0', '1', '0']",83
38602,85,1,913,"['268', '337', '240', '55', '13']",93
38603,85,1,1475,"['419', '469', '438', '116', '33']",90
38604,85,1,366,"['79', '165', '108', '12', '2']",96
38605,85,1,2,[],0
38606,85,1,4,[],0
38607,85,1,2551,"['999', '830', '444', '179', '99']",89
38608,85,1,56,"['23', '14', '8', '8', '3']",80
38609,85,1,267,"['64', '90', '97', '15', '1']",94
38610,85,1,77,"['25', '27', '18', '4', '3']",91
38611,85,1,1648,"['351', '704', '451', '103', '39']",91
38612,85,1,3,[],0
38613,85,1,162,"['135', '17', '5', '5', '0']",97
38614,85,1,8560,"['1841', '3567', '2353', '616', '183']",91
38615,85,1,25,"['10', '11', '0', '2', '2']",84
38616,85,1,330,"['206', '78', '27', '10', '9']",94
38617,85,1,17671,"['6287', '7482', '3140', '569', '193']",96
38618,85,1,85,"['34', '24', '20', '4', '3']",92
38619,85,1,311,"['134', '117', '55', '3', '2']",98
38620,85,1,2,[],0
38621,85,1,3,[],0
38622,85,1,3480,"['1259', '1326', '716', '147', '32']",95
38623,85,1,332,"['118', '121', '53', '25', '15']",88
38624,85,1,62,"['27', '19', '10', '5', '1']",90
38625,85,1,2934,"['1447', '989', '395', '77', '26']",96
38626,85,1,8608,"['4307', '2935', '1059', '240', '67']",96
38627,85,1,39,"['11', '15', '12', '1', '0']",97
38628,85,1,126,"['38', '57', '22', '4', '5']",93
38629,85,1,102,"['28', '42', '27', '2', '3']",95
38630,85,1,3463,"['1181', '1236', '764', '211', '71']",92
38631,85,1,13,"['8', '3', '1', '1', '0']",92
38632,85,1,495,"['257', '125', '67', '20', '26']",91
38633,85,1,2355,"['592', '976', '648', '112', '27']",94
38634,85,1,38,"['27', '7', '4', '0', '0']",100
38635,85,1,16612,"['5903', '6587', '3302', '661', '159']",95
38636,85,1,6429,"['2145', '2363', '1548', '283', '90']",94
38637,85,1,15793,"['7936', '5168', '2037', '487', '165']",96
38638,85,1,57,"['5', '13', '22', '12', '5']",70
38639,85,1,23625,"['11773', '9180', '2334', '274', '64']",99
38640,85,1,3656,"['1947', '1137', '473', '68', '31']",97
38641,85,1,2164,"['455', '792', '605', '226', '86']",86
38642,85,1,238,"['85', '98', '39', '10', '6']",93
38643,85,1,9152,"['3965', '2938', '1903', '266', '80']",96
38644,85,1,476,"['161', '145', '110', '36', '24']",87
38645,85,1,39,"['18', '16', '4', '1', '0']",97
38646,85,1,327,"['132', '116', '65', '12', '2']",96
38647,85,1,956,"['623', '262', '60', '7', '4']",99
38648,85,1,551,"['216', '136', '113', '53', '33']",84
38649,85,1,1687,"['370', '682', '489', '120', '26']",91
38650,85,1,50699,"['17022', '20386', '11097', '1731', '463']",96
38651,85,1,311,"['189', '40', '41', '17', '24']",87
38652,85,1,25473,"['10026', '9766', '4400', '973', '308']",95
38653,85,1,2473,"['552', '989', '754', '161', '17']",93
38654,85,1,66,"['25', '30', '10', '1', '0']",98
38655,85,1,3587,"['1504', '1333', '600', '107', '43']",96
38656,85,1,102,"['41', '37', '18', '3', '3']",94
38657,85,1,3124,"['1220', '1105', '618', '130', '51']",94
38658,85,1,431,"['169', '149', '87', '21', '5']",94
38659,85,1,3,[],0
38660,85,1,582,"['291', '122', '115', '37', '17']",91
38661,85,1,6112,"['2040', '2167', '1396', '357', '152']",92
38662,85,1,3467,"['1461', '1124', '679', '139', '64']",94
38663,85,1,11830,"['3889', '4914', '2441', '468', '118']",95
38664,85,1,816,"['293', '361', '136', '20', '6']",97
38665,85,1,5,"['5', '0', '0', '0', '0']",100
38666,85,1,3232,"['936', '1428', '721', '120', '27']",95
38667,85,1,141,"['58', '47', '29', '4', '3']",95
38668,85,1,5009,"['2286', '1713', '729', '195', '86']",94
38669,85,1,1159,"['468', '413', '217', '49', '12']",95
38670,85,1,4,[],0
38671,85,1,411,"['90', '127', '147', '42', '5']",89
38672,85,1,1540,"['641', '603', '245', '43', '8']",97
38673,85,1,1923,"['722', '759', '362', '60', '20']",96
38674,85,1,355,"['127', '108', '75', '25', '20']",87
38675,85,1,4,[],0
38676,85,1,6819,"['2592', '2858', '1061', '224', '84']",95
38677,85,1,123,"['7', '24', '59', '23', '10']",73
38678,85,1,1246,"['112', '374', '542', '179', '39']",83
38679,85,1,1762,"['601', '710', '373', '61', '17']",96
38680,85,1,3617,"['1204', '1318', '815', '205', '75']",92
38681,85,1,543,"['317', '135', '77', '12', '2']",97
38682,85,1,1397,"['597', '513', '256', '27', '4']",98
38683,85,1,2647,"['1360', '787', '309', '124', '67']",93
38684,85,1,1171,"['420', '360', '286', '70', '35']",91
38685,85,1,172,"['71', '59', '36', '5', '1']",97
38686,85,1,144,"['44', '59', '32', '6', '3']",94
38687,85,1,26,"['8', '13', '3', '1', '1']",92
38688,85,1,197,"['53', '62', '59', '17', '6']",88
38689,85,1,29955,"['10873', '11214', '6081', '1360', '427']",94
38690,85,1,15739,"['4990', '6071', '3669', '804', '205']",94
38691,85,1,14,"['4', '4', '5', '1', '0']",93
38692,85,1,2079,"['396', '696', '705', '228', '54']",86
38693,85,1,5555,"['3016', '1688', '681', '126', '44']",97
38694,85,1,220,"['96', '80', '34', '9', '1']",95
38695,85,1,7170,"['3465', '1985', '1080', '336', '304']",91
38696,85,1,757,"['369', '210', '123', '35', '20']",93
38697,85,1,3931,"['859', '1020', '1356', '557', '139']",82
38698,85,1,3194,"['1265', '1116', '663', '120', '30']",95
38699,85,1,1775,"['576', '597', '436', '116', '50']",91
38700,85,1,623,"['309', '200', '84', '17', '13']",95
38701,85,1,139,"['35', '44', '34', '18', '8']",81
38702,85,1,207,"['97', '67', '37', '2', '4']",97
38703,85,1,25566,"['6292', '7488', '7163', '3134', '1489']",82
38704,85,1,1,[],0
38705,85,1,3000,"['712', '1029', '825', '310', '124']",86
38706,85,1,818,"['220', '275', '239', '63', '21']",90
38707,85,1,1473,"['555', '550', '295', '58', '15']",95
38708,85,1,1030,"['240', '364', '311', '80', '35']",89
38709,85,1,1153,"['336', '424', '269', '94', '30']",89
38710,85,1,295,"['81', '114', '79', '19', '2']",93
38711,85,1,465,"['168', '183', '94', '17', '3']",96
38712,85,1,3025,"['1447', '1046', '428', '77', '27']",97
38713,85,1,1065,"['300', '396', '297', '58', '14']",93
38714,85,1,142,"['49', '52', '32', '6', '3']",94
38715,85,1,643,"['275', '232', '112', '17', '7']",96
38716,85,1,10621,"['3964', '3870', '2171', '448', '168']",94
38717,85,1,6326,"['2296', '1480', '1496', '718', '336']",83
38718,85,1,13,"['7', '0', '3', '3', '0']",77
38719,85,1,348,"['270', '56', '17', '3', '2']",99
38720,85,1,5870,"['1828', '1992', '1407', '496', '147']",89
38721,85,1,169,"['39', '52', '66', '8', '4']",93
38722,85,1,672,"['178', '256', '179', '43', '16']",91
38723,85,1,240,"['96', '80', '36', '16', '12']",88
38724,85,1,149,"['56', '50', '33', '10', '0']",93
38725,85,1,90,"['12', '23', '41', '11', '3']",84
38726,85,1,157,"['50', '59', '39', '8', '1']",94
38727,85,1,1673,"['491', '626', '463', '76', '17']",94
38728,85,1,324,"['95', '143', '68', '12', '6']",94
38729,85,1,1258,"['366', '469', '320', '83', '20']",92
38730,85,1,1072,"['553', '305', '167', '33', '14']",96
38731,85,1,199,"['87', '68', '35', '9', '0']",95
38732,85,2,2053,"['594', '676', '545', '184', '54']",88
38733,85,1,2221,"['640', '888', '554', '114', '25']",94
38734,85,1,156,"['78', '44', '24', '7', '3']",94
38735,85,1,7,"['0', '7', '0', '0', '0']",100
38736,85,1,1541,"['1063', '369', '94', '8', '7']",99
38737,85,1,233,"['98', '73', '44', '9', '9']",92
38738,85,1,18844,"['3430', '7737', '5889', '1408', '380']",91
38739,85,1,88,"['37', '33', '11', '5', '2']",92
38740,85,1,495,"['277', '118', '80', '15', '5']",96
38741,85,1,543,"['410', '101', '28', '4', '0']",99
38742,85,1,2,[],0
38743,85,1,481,"['273', '133', '53', '17', '5']",95
38744,85,1,34349,"['18367', '12020', '3273', '498', '191']",98
38745,85,1,4065,"['1649', '1624', '658', '109', '25']",97
38746,85,1,893,"['398', '328', '115', '27', '25']",94
38747,85,1,895,"['400', '274', '171', '42', '8']",94
38748,85,1,5342,"['1420', '2026', '1349', '429', '118']",90
38749,85,1,2068,"['772', '796', '371', '94', '35']",94
38750,85,1,175,"['98', '51', '21', '4', '1']",97
38751,85,1,1163,"['358', '454', '261', '68', '22']",92
38752,85,1,2438,"['659', '1025', '547', '148', '59']",92
38753,85,1,2,[],0
38754,85,1,751,"['259', '246', '207', '31', '8']",95
38755,85,1,336,"['60', '57', '90', '80', '49']",62
38756,85,1,305,"['168', '96', '35', '4', '2']",98
38757,85,1,17191,"['6879', '5957', '3224', '869', '262']",93
38758,85,1,873,"['495', '250', '90', '28', '10']",96
38759,85,1,2327,"['604', '660', '658', '307', '98']",83
38760,85,1,6863,"['1353', '2515', '2242', '612', '141']",89
38761,85,1,558,"['231', '111', '130', '63', '23']",85
38762,85,1,92,"['40', '29', '14', '6', '3']",90
38763,85,1,2057,"['870', '764', '332', '68', '23']",96
38764,85,1,1834,"['686', '811', '255', '48', '34']",96
38765,85,1,43,"['22', '14', '4', '2', '1']",93
38766,85,1,1538,"['761', '516', '207', '41', '13']",96
38767,85,1,24,"['7', '12', '3', '2', '0']",92
38768,85,2,29187,"['9758', '10681', '6607', '1647', '494']",93
38769,85,1,1355,"['1029', '254', '55', '13', '4']",99
38770,85,1,2965,"['1139', '1225', '488', '99', '14']",96
38771,85,1,4140,"['2289', '1250', '490', '85', '26']",97
38772,85,1,862,"['456', '288', '89', '18', '11']",97
38773,85,1,2,[],0
38774,85,1,1340,"['440', '429', '337', '110', '24']",90
38775,85,1,158,"['65', '45', '27', '11', '10']",87
38776,85,1,8,"['5', '2', '0', '0', '1']",88
38777,85,1,4146,"['860', '1515', '1265', '388', '118']",88
38778,85,1,2350,"['667', '979', '573', '114', '17']",94
38779,85,1,1958,"['821', '711', '325', '84', '17']",95
38780,85,1,16227,"['5701', '6194', '3272', '699', '361']",93
38781,85,1,59490,"['11188', '17147', '20933', '7759', '2463']",83
38782,85,1,356,"['86', '116', '109', '35', '10']",87
38783,85,1,15652,"['5948', '5389', '3000', '912', '403']",92
38784,85,1,17159,"['5498', '7259', '3461', '749', '192']",95
38785,85,1,534,"['233', '164', '108', '17', '12']",95
38786,85,1,38,"['9', '10', '11', '6', '2']",79
38787,85,1,90,"['63', '23', '4', '0', '0']",100
38788,85,1,570,"['123', '236', '138', '53', '20']",87
38789,85,1,121,"['39', '37', '35', '8', '2']",92
38790,85,1,19519,"['4954', '7435', '5753', '1134', '243']",93
38791,85,1,572,"['244', '185', '105', '30', '8']",93
38792,85,1,4745,"['1517', '2016', '947', '199', '66']",94
38793,85,1,4409,"['1228', '1457', '1216', '366', '142']",88
38794,85,1,187,"['86', '64', '34', '2', '1']",98
38795,85,1,110,"['66', '31', '7', '4', '2']",95
38796,85,1,1536,"['459', '499', '351', '151', '76']",85
38797,85,1,3372,"['1432', '1121', '635', '145', '39']",95
38798,85,1,354,"['95', '150', '82', '21', '6']",92
38799,85,1,10236,"['2571', '3512', '2829', '1014', '310']",87
38800,85,1,6,"['2', '1', '3', '0', '0']",100
38801,85,1,7192,"['2344', '3558', '1139', '126', '25']",98
38802,85,1,4,[],0
38803,85,1,909,"['390', '269', '157', '59', '34']",90
38804,85,1,1934,"['527', '697', '481', '147', '82']",88
38805,85,1,1892,"['725', '736', '329', '81', '21']",95
38806,85,1,53177,"['12206', '24375', '13668', '2341', '587']",94
38807,85,1,26448,"['8085', '9871', '6143', '1793', '556']",91
38808,85,1,3890,"['544', '1246', '1376', '560', '164']",81
38809,85,1,12164,"['4653', '4712', '2222', '439', '138']",95
38810,85,1,1703,"['732', '573', '333', '49', '16']",96
38811,85,1,29765,"['9604', '11498', '6558', '1583', '522']",93
38812,85,1,2569,"['803', '962', '558', '191', '55']",90
38813,85,1,666,"['308', '270', '76', '8', '4']",98
38814,85,1,4415,"['1311', '1688', '1127', '235', '54']",93
38815,85,1,72,"['55', '12', '5', '0', '0']",100
38816,85,1,4016,"['1802', '1452', '648', '96', '18']",97
38817,85,1,1599,"['866', '546', '171', '12', '4']",99
38818,85,1,8,"['6', '2', '0', '0', '0']",100
38819,85,1,14475,"['6302', '4989', '2359', '581', '244']",94
38820,85,1,210,"['111', '82', '14', '2', '1']",99
38821,85,1,28330,"['8998', '11036', '6158', '1610', '528']",92
38822,85,1,168,"['88', '55', '21', '1', '3']",98
38823,85,1,1312,"['891', '327', '74', '13', '7']",98
38824,85,1,670,"['148', '273', '202', '41', '6']",93
38825,85,1,1246,"['541', '408', '169', '46', '82']",90
38826,85,1,2356,"['1104', '737', '362', '114', '39']",94
38827,85,1,2055,"['647', '852', '433', '94', '29']",94
38828,85,1,2882,"['821', '1179', '709', '134', '39']",94
38829,85,1,2664,"['663', '911', '712', '271', '107']",86
38830,85,1,4409,"['1032', '1624', '1292', '325', '136']",90
38831,85,1,1318,"['250', '469', '432', '131', '36']",87
38832,85,1,630,"['238', '271', '95', '22', '4']",96
38833,85,1,229,"['84', '65', '50', '17', '13']",87
38834,85,1,1145,"['350', '521', '218', '45', '11']",95
38835,85,1,2949,"['799', '1133', '782', '176', '59']",92
38836,85,1,64,"['18', '19', '17', '9', '1']",84
38837,85,1,6,"['5', '1', '0', '0', '0']",100
38838,85,1,3327,"['710', '1291', '990', '247', '89']",90
38839,85,1,6712,"['1756', '2458', '1857', '508', '133']",90
38840,85,1,325,"['105', '154', '55', '8', '3']",97
38841,85,1,32747,"['11146', '12974', '6806', '1472', '349']",94
38842,85,1,3454,"['1345', '965', '732', '264', '148']",88
38843,85,1,181,"['32', '36', '81', '27', '5']",82
38844,85,1,1472,"['256', '594', '504', '94', '24']",92
38845,85,1,651,"['332', '172', '96', '36', '15']",92
38846,85,1,1,[],0
38847,85,1,2073,"['1092', '656', '244', '60', '21']",96
38848,85,1,3532,"['1488', '1462', '498', '68', '16']",98
38849,85,1,11667,"['3939', '3849', '2636', '833', '410']",89
38850,85,1,5869,"['2929', '1570', '844', '324', '202']",91
38851,85,1,7595,"['1861', '2988', '2084', '540', '122']",91
38852,85,1,4786,"['2812', '1318', '524', '108', '24']",97
38853,85,1,131732,"['59805', '54926', '14668', '1803', '530']",98
38854,85,1,44,"['28', '6', '9', '1', '0']",98
38855,85,1,17,"['10', '5', '2', '0', '0']",100
38856,85,1,1634,"['934', '442', '188', '48', '22']",96
38857,84,1,1701,"['469', '655', '465', '89', '23']",93
38858,84,1,4924,"['2142', '1529', '1003', '211', '39']",95
38859,84,1,2194,"['1232', '654', '228', '51', '29']",96
38860,84,1,14924,"['4009', '6300', '3943', '603', '69']",95
38861,84,1,2044,"['1104', '584', '281', '54', '21']",96
