BBEID,BBEScore,BBEVote,numRatings,ratingByStars,LikedPercent
6002,469,5,37528,"['18627', '13917', '4106', '668', '210']",98
6003,469,5,5549,"['2402', '1764', '955', '301', '127']",92
6004,469,5,8912,"['3384', '3267', '1574', '448', '239']",92
6005,469,5,147,"['114', '17', '10', '1', '5']",96
6006,469,5,66991,"['21554', '26927', '13678', '3236', '1596']",93
6007,469,5,433,"['163', '228', '41', '1', '0']",100
6008,469,5,16378,"['1802', '5017', '6554', '2343', '662']",82
6009,468,6,9546,"['4978', '2928', '1194', '306', '140']",95
6010,468,6,80184,"['22025', '27157', '22198', '6124', '2680']",89
6011,468,5,7146,"['2596', '2929', '1331', '229', '61']",96
6012,468,6,13855,"['3929', '5161', '3451', '987', '327']",91
6013,468,5,26074,"['8878', '8672', '5632', '1894', '998']",89
6014,468,6,19860,"['7229', '6993', '4324', '951', '363']",93
6015,468,7,24455,"['11324', '7857', '4329', '733', '212']",96
6016,468,5,15872,"['4313', '6398', '4175', '824', '162']",94
6017,468,5,314,"['133', '145', '35', '1', '0']",100
6018,468,5,44031,"['18671', '17401', '6572', '1110', '277']",97
6019,468,5,63312,"['23321', '25148', '11313', '2397', '1133']",94
6020,468,5,111285,"['50706', '42998', '13777', '2634', '1170']",97
6021,468,5,11,"['10', '0', '0', '0', '1']",91
6022,467,5,6993,"['1783', '2541', '1681', '679', '309']",86
6023,467,6,25443,"['9338', '10874', '4145', '805', '281']",96
6024,467,5,17900,"['5629', '6743', '4202', '1033', '293']",93
6025,467,5,6692,"['3236', '2298', '892', '195', '71']",96
6026,467,5,7706,"['5142', '1705', '665', '131', '63']",97
6027,467,5,41041,"['6474', '13324', '14734', '5128', '1381']",84
6028,467,5,10586,"['2513', '4012', '2932', '886', '243']",89
6029,467,6,14469,"['4354', '5792', '3288', '814', '221']",93
6030,467,5,3682,"['1196', '1425', '779', '225', '57']",92
6031,467,5,216,"['166', '26', '14', '4', '6']",95
6032,467,6,201946,"['63252', '88208', '39452', '7810', '3224']",95
6033,466,6,6213,"['2948', '2021', '1012', '184', '48']",96
6034,466,5,8295,"['2704', '3771', '1431', '307', '82']",95
6035,466,6,15344,"['3765', '5154', '4312', '1583', '530']",86
6036,466,5,2919,"['1276', '925', '520', '133', '65']",93
6037,466,5,2524,"['1318', '660', '335', '115', '96']",92
6038,466,5,50996,"['23146', '17984', '7419', '1547', '900']",95
6039,466,5,5693,"['3117', '1623', '659', '199', '95']",95
6040,466,8,27124,"['14309', '8638', '3281', '625', '271']",97
6041,466,5,33437,"['12329', '10562', '6690', '2613', '1243']",88
6042,466,5,18891,"['6281', '7064', '4069', '1067', '410']",92
6043,466,5,314,"['152', '131', '19', '8', '4']",96
6044,465,6,13761,"['6141', '4434', '2487', '567', '132']",95
6045,465,7,13919,"['4038', '4788', '3510', '1154', '429']",89
6046,465,6,28343,"['11502', '10282', '5056', '1051', '452']",95
6047,465,5,9335,"['2014', '4266', '2251', '592', '212']",91
6048,465,5,2966,"['932', '1089', '667', '185', '93']",91
6049,465,5,80584,"['37392', '26361', '10933', '3171', '2727']",93
6050,465,6,24727,"['12523', '6618', '3794', '1119', '673']",93
6051,465,7,16445,"['7574', '5587', '2629', '516', '139']",96
6052,465,6,37578,"['14822', '13951', '6147', '1723', '935']",93
6053,465,5,4906,"['2314', '1629', '696', '207', '60']",95
6054,465,6,32357,"['17060', '9733', '4116', '992', '456']",96
6055,465,6,46315,"['17089', '17470', '9326', '1947', '483']",95
6056,465,5,634,"['296', '293', '30', '12', '3']",98
6057,464,6,8869,"['1859', '3302', '2571', '862', '275']",87
6058,464,5,4086,"['1652', '1013', '899', '344', '178']",87
6059,464,6,17383,"['7360', '6132', '3321', '476', '94']",97
6060,464,5,17043,"['4522', '5951', '4557', '1533', '480']",88
6061,464,6,41127,"['20895', '11821', '5642', '1753', '1016']",93
6062,464,5,9151,"['4037', '3265', '1415', '315', '119']",95
6063,464,6,53728,"['22676', '18168', '9515', '2469', '900']",94
6064,464,5,4971,"['1547', '1363', '1057', '588', '416']",80
6065,464,5,12767,"['2988', '3891', '3644', '1537', '707']",82
6066,464,5,3305,"['2454', '534', '211', '59', '47']",97
6067,464,5,123623,"['77633', '28423', '11927', '3284', '2356']",95
6068,464,5,7856,"['3448', '2812', '1269', '254', '73']",96
6069,464,5,71472,"['26366', '30398', '12329', '2010', '369']",97
6070,464,5,2913,"['1491', '1261', '98', '48', '15']",98
6071,463,5,925,"['411', '241', '160', '70', '43']",88
6072,463,8,13477,"['5800', '4812', '2270', '417', '178']",96
6073,463,7,13993,"['5816', '4593', '2628', '651', '305']",93
6074,463,6,18001,"['6137', '5617', '4383', '1376', '488']",90
6075,463,5,58630,"['26713', '19882', '9250', '1955', '830']",95
6076,463,5,7878,"['5537', '1735', '465', '94', '47']",98
6077,463,5,23149,"['7111', '9788', '4761', '1105', '384']",94
6078,463,5,431,"['157', '230', '42', '2', '0']",100
6079,463,5,3631,"['695', '1088', '1197', '455', '196']",82
6080,462,6,23859,"['9175', '9701', '4032', '708', '243']",96
6081,462,6,2829,"['1231', '946', '431', '147', '74']",92
6082,462,5,11341,"['2170', '5008', '3242', '737', '184']",92
6083,462,5,11174,"['4974', '3632', '1724', '555', '289']",92
6084,462,5,16412,"['7552', '5675', '2510', '522', '153']",96
6085,462,5,9383,"['6014', '2346', '769', '191', '63']",97
6086,462,5,8129,"['2791', '3187', '1727', '330', '94']",95
6087,462,5,18562,"['6603', '6764', '4166', '840', '189']",94
6088,462,5,3110,"['1520', '1012', '415', '121', '42']",95
6089,462,5,121248,"['26021', '47561', '34954', '9518', '3194']",90
6090,461,7,5663,"['1639', '1923', '1452', '468', '181']",89
6091,461,6,21537,"['7076', '7887', '5647', '811', '116']",96
6092,461,7,32383,"['7371', '10988', '8858', '3482', '1684']",84
6093,461,5,3356,"['1949', '797', '395', '132', '83']",94
6094,461,7,26003,"['10881', '9793', '4149', '840', '340']",95
6095,461,5,22100,"['10364', '4929', '3348', '1799', '1660']",84
6096,461,6,13429,"['5515', '4795', '2441', '532', '146']",95
6097,461,6,17577,"['7509', '6375', '2792', '653', '248']",95
6098,460,6,2819,"['1533', '880', '321', '75', '10']",97
6099,460,6,21280,"['10641', '6568', '3092', '684', '295']",95
6100,460,5,27987,"['8072', '8387', '7943', '2865', '720']",87
6101,460,5,7376,"['2865', '2461', '1452', '439', '159']",92
6102,460,5,12938,"['3627', '5056', '3123', '846', '286']",91
6103,460,5,30141,"['13008', '11126', '4408', '1175', '424']",95
6104,459,6,20056,"['10154', '5685', '3349', '661', '207']",96
6105,459,6,10199,"['2320', '3494', '3144', '992', '249']",88
6106,459,6,13698,"['6988', '4351', '1948', '309', '102']",97
6107,459,5,3098,"['1428', '950', '533', '148', '39']",94
6108,459,6,15236,"['4912', '6358', '2786', '783', '397']",92
6109,459,5,10031,"['2909', '3712', '2480', '720', '210']",91
6110,459,5,10219,"['4218', '3128', '1908', '648', '317']",91
6111,459,7,40368,"['12735', '14780', '9470', '2583', '800']",92
6112,459,5,16912,"['7171', '6359', '2649', '554', '179']",96
6113,459,6,49353,"['17928', '20257', '8970', '1695', '503']",96
6114,459,6,55919,"['27423', '21639', '5211', '1017', '629']",97
6115,459,5,583,"['250', '287', '32', '12', '2']",98
6116,459,5,27298,"['10457', '10808', '4608', '976', '449']",95
6117,458,8,58458,"['28880', '15693', '10489', '2496', '900']",94
6118,458,6,44440,"['15888', '15123', '9853', '2574', '1002']",92
6119,458,8,21813,"['9850', '7694', '3377', '606', '286']",96
6120,458,5,47963,"['16254', '21836', '7933', '1360', '580']",96
6121,458,5,12489,"['3746', '4360', '3331', '858', '194']",92
6122,458,5,8806,"['3607', '2599', '1542', '664', '394']",88
6123,458,5,9407,"['3786', '2995', '2007', '505', '114']",93
6124,458,6,80622,"['37556', '29893', '10191', '2017', '965']",96
6125,458,5,94,"['31', '47', '14', '1', '1']",98
6126,458,5,158,"['57', '80', '21', '0', '0']",100
6127,458,6,45962,"['19867', '13679', '7477', '2966', '1973']",89
6128,458,5,126897,"['53175', '52003', '17242', '3133', '1344']",96
6129,457,7,59835,"['20395', '24374', '12630', '1848', '588']",96
6130,457,5,16053,"['6940', '6178', '2428', '397', '110']",97
6131,457,7,14429,"['2917', '4826', '4327', '1674', '685']",84
6132,457,5,6551,"['2649', '2107', '1195', '397', '203']",91
6133,457,5,35623,"['19483', '10815', '4114', '845', '366']",97
6134,457,6,11616,"['4882', '3667', '2310', '573', '184']",93
6135,457,6,12217,"['5201', '4458', '2162', '319', '77']",97
6136,457,5,81,"['73', '5', '2', '1', '0']",99
6137,456,5,2334,"['980', '833', '382', '103', '36']",94
6138,456,7,14118,"['6452', '4647', '2410', '464', '145']",96
6139,456,5,4578,"['2348', '1271', '593', '224', '142']",92
6140,456,5,2735,"['1956', '526', '160', '46', '47']",97
6141,456,5,59116,"['16153', '19191', '15681', '5332', '2759']",86
6142,456,5,8034,"['2860', '2837', '1788', '396', '153']",93
6143,456,5,151,"['56', '73', '15', '4', '3']",95
6144,456,5,26270,"['7854', '8707', '6260', '2256', '1193']",87
6145,455,6,26790,"['7990', '10126', '7225', '1242', '207']",95
6146,455,5,14203,"['6460', '4832', '2260', '496', '155']",95
6147,455,5,5911,"['3278', '1960', '569', '71', '33']",98
6148,455,6,15214,"['6098', '4394', '3069', '1069', '584']",89
6149,455,6,20742,"['6505', '7766', '4874', '1203', '394']",92
6150,455,5,3363,"['1831', '964', '415', '109', '44']",95
6151,455,6,32362,"['16217', '11273', '3919', '680', '273']",97
6152,455,7,32315,"['10508', '11989', '7389', '1791', '638']",92
6153,455,5,31863,"['13266', '11060', '5390', '1394', '753']",93
6154,455,5,7308,"['2081', '2658', '1921', '484', '164']",91
6155,455,5,55475,"['23769', '21591', '7979', '1600', '536']",96
6156,455,5,25851,"['6194', '7908', '7104', '3286', '1359']",82
6157,454,6,5726,"['1647', '2432', '1284', '279', '84']",94
6158,454,5,7015,"['3239', '2465', '1141', '148', '22']",98
6159,454,5,10875,"['5578', '2871', '1563', '531', '332']",92
6160,454,7,25277,"['12105', '8752', '3682', '596', '142']",97
6161,454,6,4606,"['1760', '1515', '1013', '237', '81']",93
6162,454,7,12184,"['5746', '3725', '1947', '533', '233']",94
6163,454,5,55721,"['35479', '15241', '3963', '706', '332']",98
6164,453,5,4902,"['2150', '1654', '793', '202', '103']",94
6165,453,6,12166,"['6848', '3188', '1702', '338', '90']",96
6166,453,7,4925,"['1613', '2006', '1034', '205', '67']",94
6167,453,5,3563,"['1537', '1185', '606', '173', '62']",93
6168,453,5,8819,"['3005', '2679', '2157', '715', '263']",89
6169,453,5,10750,"['3637', '3318', '2553', '881', '361']",88
6170,453,5,18833,"['6432', '7818', '3847', '635', '101']",96
6171,453,6,29674,"['15247', '8767', '3887', '1239', '534']",94
6172,453,5,36200,"['9686', '13771', '8486', '2980', '1277']",88
6173,452,5,6304,"['3277', '2039', '763', '169', '56']",96
6174,452,6,14713,"['5943', '5293', '2738', '551', '188']",95
6175,452,6,106125,"['47829', '28050', '16885', '6595', '6766']",87
6176,452,5,19953,"['5948', '6067', '5354', '1845', '739']",87
6177,452,6,8865,"['3099', '2953', '1929', '624', '260']",90
6178,452,6,51287,"['19729', '15908', '9963', '3619', '2068']",89
6179,452,5,4711,"['2082', '1550', '820', '200', '59']",95
6180,452,5,31054,"['8743', '12663', '7630', '1628', '390']",94
6181,451,5,6542,"['3130', '2412', '874', '92', '34']",98
6182,451,5,30428,"['13495', '10542', '4856', '1070', '465']",95
6183,451,6,4061,"['1279', '1527', '915', '256', '84']",92
6184,451,6,35448,"['10694', '14265', '8090', '1831', '568']",93
6185,451,5,66,"['29', '26', '8', '0', '3']",95
6186,451,5,13057,"['2428', '4325', '3905', '1552', '847']",82
6187,451,5,9175,"['2931', '3005', '1901', '747', '591']",85
6188,450,7,21877,"['10235', '6219', '3291', '1365', '767']",90
6189,450,7,16651,"['4262', '7308', '4154', '760', '167']",94
6190,450,5,12225,"['5220', '3986', '2340', '487', '192']",94
6191,450,6,5500,"['1947', '1842', '1157', '389', '165']",90
6192,450,5,3616,"['1487', '1351', '652', '104', '22']",97
6193,450,5,5458,"['1659', '2482', '1125', '164', '28']",96
6194,450,5,10672,"['2414', '3753', '3217', '974', '314']",88
6195,450,5,476,"['208', '224', '44', '0', '0']",100
6196,449,5,5287,"['1440', '1726', '1359', '515', '247']",86
6197,449,5,9973,"['3665', '3300', '2141', '660', '207']",91
6198,449,6,9844,"['4341', '3682', '1462', '281', '78']",96
6199,449,5,60924,"['18071', '25584', '12828', '3319', '1122']",93
6200,449,5,368,"['153', '59', '70', '51', '35']",77
6201,449,5,32268,"['14911', '11610', '4413', '1018', '316']",96
6202,449,5,72829,"['11921', '24640', '22918', '9481', '3869']",82
6203,448,8,35476,"['17193', '12899', '4675', '511', '198']",98
6204,448,6,97372,"['34524', '32842', '21398', '6204', '2404']",91
6205,448,5,19846,"['9437', '6875', '2948', '488', '98']",97
6206,448,6,40166,"['17667', '15830', '5045', '1140', '484']",96
6207,448,5,8709,"['4637', '2349', '1154', '316', '253']",93
6208,448,6,11988,"['4389', '4127', '2552', '634', '286']",92
6209,448,5,8980,"['4643', '2798', '1187', '274', '78']",96
6210,448,5,6971,"['3628', '2176', '922', '196', '49']",96
6211,448,6,3076,"['1220', '1178', '480', '149', '49']",94
6212,448,7,5759,"['2041', '2197', '1138', '306', '77']",93
6213,448,6,48046,"['21154', '17445', '6565', '1541', '1341']",94
6214,448,6,28446,"['8213', '9973', '7174', '2317', '769']",89
6215,448,5,14774,"['5083', '6347', '2833', '431', '80']",97
6216,448,5,27662,"['9523', '10077', '5689', '1659', '714']",91
6217,448,5,25894,"['6686', '10483', '6332', '1697', '696']",91
6218,448,5,394,"['189', '172', '22', '6', '5']",97
6219,448,5,36669,"['22440', '10490', '3002', '515', '222']",98
6220,447,5,15313,"['7216', '5449', '2050', '436', '162']",96
6221,447,5,5278,"['3025', '1480', '573', '132', '68']",96
6222,447,5,7548,"['2839', '2187', '1729', '563', '230']",89
6223,447,6,10578,"['5330', '3468', '1408', '286', '86']",96
6224,447,5,71436,"['28254', '30249', '10883', '1512', '538']",97
6225,447,5,9317,"['4751', '2946', '1184', '275', '161']",95
6226,447,5,25464,"['10698', '8587', '4145', '1316', '718']",92
6227,447,6,8065,"['2639', '2812', '1643', '638', '333']",88
6228,446,7,9782,"['3635', '3940', '1801', '299', '107']",96
6229,446,5,8563,"['2608', '3230', '2173', '459', '93']",94
6230,446,5,27304,"['7466', '9593', '6979', '2172', '1094']",88
6231,446,7,21801,"['12032', '5546', '3215', '769', '239']",95
6232,446,6,57319,"['29128', '21092', '6168', '738', '193']",98
6233,446,5,874,"['358', '306', '149', '41', '20']",93
6234,446,6,19248,"['5868', '5343', '5244', '2046', '747']",85
6235,446,5,20969,"['6099', '7729', '5385', '1385', '371']",92
6236,446,5,17537,"['6204', '6573', '3483', '886', '391']",93
6237,446,5,20486,"['8588', '6814', '3396', '1082', '606']",92
6238,446,6,8607,"['3475', '2972', '1520', '492', '148']",93
6239,446,5,55625,"['12878', '17821', '14914', '6468', '3544']",82
6240,446,5,118,"['57', '51', '9', '0', '1']",99
6241,446,5,146779,"['45661', '60101', '31028', '7383', '2606']",93
6242,445,6,5344,"['1930', '2009', '1087', '239', '79']",94
6243,445,7,29792,"['7379', '11651', '8618', '1780', '364']",93
6244,445,7,18163,"['8144', '6248', '3161', '514', '96']",97
6245,445,7,28126,"['9348', '8215', '6887', '2545', '1131']",87
6246,445,5,5100,"['2417', '1566', '804', '250', '63']",94
6247,445,5,11820,"['4703', '3922', '2454', '607', '134']",94
6248,445,6,42385,"['9560', '14756', '13195', '3894', '980']",89
6249,445,6,18458,"['8932', '7291', '1974', '227', '34']",99
6250,445,5,7713,"['3907', '2448', '1029', '237', '92']",96
6251,445,7,20698,"['7713', '7596', '3816', '1156', '417']",92
6252,445,6,28298,"['10859', '10455', '5605', '1112', '267']",95
6253,445,5,12248,"['4692', '5067', '2054', '352', '83']",96
6254,445,5,261,"['153', '61', '29', '6', '12']",93
6255,445,6,6045,"['3798', '1536', '593', '91', '27']",98
6256,445,5,56227,"['17137', '20489', '13442', '4087', '1072']",91
6257,444,8,25119,"['14015', '7756', '2810', '431', '107']",98
6258,444,5,18706,"['4359', '6583', '5438', '1704', '622']",88
6259,444,7,23611,"['8156', '10030', '4161', '940', '324']",95
6260,444,6,62957,"['28694', '23041', '8833', '1700', '689']",96
6261,444,7,20750,"['5678', '6453', '5924', '1962', '733']",87
6262,444,5,13352,"['7135', '4369', '1504', '267', '77']",97
6263,444,6,53484,"['13320', '16506', '15642', '5782', '2234']",85
6264,444,7,51709,"['11318', '13372', '17654', '7307', '2058']",82
6265,444,5,9574,"['3265', '3292', '2159', '646', '212']",91
6266,444,6,15666,"['9770', '4062', '1408', '285', '141']",97
6267,444,5,18216,"['5258', '6476', '4203', '1395', '884']",87
6268,443,6,24231,"['8334', '9698', '4728', '1156', '315']",94
6269,443,6,20773,"['4777', '9105', '5341', '1214', '336']",93
6270,443,7,101319,"['30568', '33581', '25557', '8377', '3236']",89
6271,443,5,9548,"['3180', '3370', '2315', '536', '147']",93
6272,443,6,3602,"['1331', '1264', '814', '170', '23']",95
6273,443,5,18087,"['5838', '7168', '3742', '938', '401']",93
6274,443,5,11114,"['3234', '4119', '2673', '778', '310']",90
6275,443,5,31828,"['10264', '13892', '6222', '1199', '251']",95
6276,443,5,25369,"['8568', '9466', '5380', '1376', '579']",92
6277,443,6,30171,"['12698', '10508', '5613', '1062', '290']",96
6278,443,5,122,"['47', '54', '21', '0', '0']",100
6279,442,6,8065,"['3271', '2687', '1663', '332', '112']",94
6280,442,5,4975,"['1410', '1789', '1335', '332', '109']",91
6281,442,5,32319,"['10743', '12295', '6914', '1685', '682']",93
6282,442,7,24594,"['6293', '9085', '7284', '1602', '330']",92
6283,442,6,167884,"['90919', '46150', '23880', '4985', '1950']",96
6284,442,5,8207,"['2751', '2872', '1768', '552', '264']",90
6285,442,6,36523,"['8825', '13447', '10009', '3206', '1036']",88
6286,442,5,11164,"['4040', '3753', '2270', '676', '425']",90
6287,442,5,15713,"['7117', '5386', '2516', '552', '142']",96
6288,442,5,17941,"['4006', '6965', '4868', '1468', '634']",88
6289,442,5,24058,"['12154', '7684', '3298', '713', '209']",96
6290,442,5,41034,"['17813', '15207', '6070', '1420', '524']",95
6291,441,6,35782,"['10808', '11675', '9196', '2972', '1131']",89
6292,441,5,5964,"['2680', '2194', '840', '176', '74']",96
6293,441,5,10068,"['3520', '3030', '2285', '867', '366']",88
6294,441,5,15279,"['5375', '6100', '2913', '666', '225']",94
6295,441,6,12924,"['4499', '3790', '3176', '1016', '443']",89
6296,441,6,13556,"['5634', '4645', '2136', '751', '390']",92
6297,441,5,4535,"['1904', '1658', '787', '140', '46']",96
6298,440,4,13551,"['3877', '3901', '3965', '1363', '445']",87
6299,440,5,15157,"['5558', '4988', '3259', '975', '377']",91
6300,440,5,10388,"['5220', '3607', '1327', '183', '51']",98
6301,440,6,18036,"['7865', '5992', '3287', '689', '203']",95
6302,440,7,38071,"['15795', '13773', '6839', '1180', '484']",96
6303,440,5,8571,"['2494', '2115', '2059', '1137', '766']",78
6304,440,6,30112,"['15962', '8778', '4096', '863', '413']",96
6305,440,5,49688,"['14063', '18524', '11983', '3660', '1458']",90
6306,440,7,29447,"['6968', '10275', '8803', '2664', '737']",88
6307,440,5,3696,"['1566', '1120', '690', '236', '84']",91
6308,439,5,10115,"['4585', '3505', '1478', '414', '133']",95
6309,439,5,58531,"['25684', '18397', '10150', '3126', '1174']",93
6310,439,5,85408,"['35091', '30657', '15557', '3061', '1042']",95
6311,439,5,13411,"['4053', '4925', '3406', '825', '202']",92
6312,439,6,21665,"['8602', '6775', '4777', '1241', '270']",93
6313,439,5,7267,"['4112', '2039', '857', '186', '73']",96
6314,439,5,12937,"['4722', '4052', '2921', '939', '303']",90
6315,439,5,20544,"['9499', '5536', '3061', '1348', '1100']",88
6316,439,6,15542,"['8671', '4289', '1829', '494', '259']",95
6317,439,5,302,"['220', '41', '19', '12', '10']",93
6318,439,5,541,"['248', '247', '45', '1', '0']",100
6319,438,5,2874,"['1734', '751', '295', '70', '24']",97
6320,438,5,2000,"['733', '818', '372', '64', '13']",96
6321,438,6,12787,"['3617', '4235', '3434', '1123', '378']",88
6322,438,5,8910,"['1825', '3406', '2748', '717', '214']",90
6323,438,5,94369,"['38082', '37715', '15384', '2299', '889']",97
6324,438,6,29411,"['12474', '10975', '5025', '762', '175']",97
6325,438,5,8197,"['3132', '2786', '1637', '462', '180']",92
6326,438,5,8674,"['4336', '2667', '1341', '247', '83']",96
6327,438,5,43229,"['16925', '17588', '6270', '1671', '775']",94
6328,438,5,5076,"['3642', '1176', '210', '38', '10']",99
6329,437,7,27032,"['5578', '10181', '7798', '2597', '878']",87
6330,437,8,42762,"['16353', '16350', '7737', '1682', '640']",95
6331,437,6,37834,"['9238', '14029', '11160', '2792', '615']",91
6332,437,6,77137,"['36504', '23134', '11162', '3424', '2913']",92
6333,437,5,32253,"['11405', '10424', '7667', '2126', '631']",91
6334,437,6,28061,"['4756', '6704', '9808', '5100', '1693']",76
6335,437,5,41293,"['11160', '16864', '10517', '2266', '486']",93
6336,437,4,8560,"['4453', '2425', '1121', '384', '177']",93
6337,437,5,8367,"['4533', '2553', '962', '216', '103']",96
6338,437,5,10012,"['4368', '3608', '1469', '368', '199']",94
6339,437,5,5224,"['1700', '1707', '1173', '434', '210']",88
6340,437,5,99499,"['19114', '33994', '30823', '11787', '3781']",84
6341,436,8,20547,"['12208', '5714', '2116', '377', '132']",98
6342,436,5,35277,"['13404', '13203', '6544', '1544', '582']",94
6343,436,5,18743,"['7488', '5932', '3782', '1045', '496']",92
6344,436,6,33005,"['18381', '10725', '3310', '444', '145']",98
6345,436,7,55340,"['28756', '18232', '6623', '1319', '410']",97
6346,436,6,13441,"['3498', '5062', '3815', '868', '198']",92
6347,436,6,24365,"['11733', '8040', '3780', '656', '156']",97
6348,435,6,17110,"['6989', '4429', '3508', '1319', '865']",87
6349,435,5,21649,"['12654', '4532', '2579', '1155', '729']",91
6350,435,6,54634,"['18179', '19150', '12373', '3563', '1369']",91
6351,435,5,32611,"['17722', '10938', '3365', '473', '113']",98
6352,435,5,60631,"['15634', '29124', '13139', '2089', '645']",95
6353,434,8,37520,"['8524', '14287', '11561', '2513', '635']",92
6354,434,5,17406,"['4924', '6612', '4689', '980', '201']",93
6355,434,5,31557,"['14095', '10586', '5648', '850', '378']",96
6356,434,6,20699,"['12321', '5842', '1969', '419', '148']",97
6357,434,5,33488,"['12346', '12921', '6839', '1100', '282']",96
6358,434,6,16161,"['8325', '4628', '2207', '628', '373']",94
6359,434,5,345,"['155', '150', '23', '15', '2']",95
6360,433,6,14814,"['2077', '3740', '4679', '2660', '1658']",71
6361,433,6,10287,"['5674', '2743', '1414', '345', '111']",96
6362,433,5,7244,"['3554', '2151', '984', '308', '247']",92
6363,433,6,28247,"['6975', '9907', '8093', '2438', '834']",88
6364,433,5,9656,"['4849', '3283', '1208', '232', '84']",97
6365,433,6,3003,"['1205', '962', '605', '179', '52']",92
6366,433,5,3594,"['1567', '1272', '551', '155', '49']",94
6367,432,6,13622,"['6038', '4621', '2406', '454', '103']",96
6368,432,5,12708,"['2020', '2988', '4418', '2354', '928']",74
6369,432,5,8700,"['2676', '3122', '2365', '444', '93']",94
6370,432,7,32532,"['14469', '9829', '6118', '1541', '575']",93
6371,432,7,13668,"['6158', '4022', '2645', '662', '181']",94
6372,432,5,19514,"['6369', '6953', '4518', '1309', '365']",91
6373,432,6,17207,"['10281', '4364', '1683', '537', '342']",95
6374,432,5,20642,"['3429', '5948', '7099', '3150', '1016']",80
6375,431,7,11977,"['4471', '3619', '2613', '818', '456']",89
6376,431,7,7634,"['5150', '1831', '578', '65', '10']",99
6377,431,5,52683,"['20720', '18811', '10388', '2063', '701']",95
6378,431,5,13842,"['4518', '4950', '3150', '885', '339']",91
6379,431,5,40290,"['11559', '16277', '9766', '1993', '695']",93
6380,431,5,19009,"['6791', '7925', '3329', '724', '240']",95
6381,431,5,7257,"['3312', '2707', '970', '198', '70']",96
6382,431,5,64347,"['15569', '25700', '17379', '4202', '1497']",91
6383,431,5,4716,"['3328', '1024', '296', '34', '34']",99
6384,430,5,45667,"['17345', '14726', '10631', '2412', '553']",94
6385,430,5,21270,"['10353', '6684', '3476', '622', '135']",96
6386,430,5,203675,"['85427', '49959', '36351', '15751', '16187']",84
6387,430,5,5863,"['1982', '1957', '1406', '375', '143']",91
6388,430,5,25561,"['10775', '9056', '4179', '1021', '530']",94
6389,430,5,12824,"['6044', '4803', '1670', '270', '37']",98
6390,430,5,15844,"['5005', '5908', '3827', '855', '249']",93
6391,430,5,16474,"['3303', '4849', '4937', '2266', '1119']",79
6392,429,5,9524,"['3834', '3059', '1886', '540', '205']",92
6393,429,7,8376,"['3909', '3048', '1173', '185', '61']",97
6394,429,5,19005,"['6326', '6673', '4282', '1211', '513']",91
6395,429,6,24173,"['8464', '7231', '5961', '1886', '631']",90
6396,429,5,19643,"['2934', '5053', '5982', '3588', '2086']",71
6397,429,5,20465,"['6775', '8287', '4092', '1008', '303']",94
6398,429,5,19590,"['7649', '6571', '4158', '920', '292']",94
6399,429,6,19159,"['6300', '8662', '3537', '517', '143']",97
6400,429,6,35289,"['13382', '12230', '6661', '2045', '971']",91
6401,429,5,6969,"['2807', '2316', '1220', '441', '185']",91
6402,429,7,52414,"['20065', '19561', '10122', '2089', '577']",95
6403,429,5,15196,"['6131', '5422', '2828', '655', '160']",95
6404,428,5,27634,"['12530', '9230', '4606', '967', '301']",95
6405,428,8,7435,"['3371', '2616', '1121', '252', '75']",96
6406,428,6,3891,"['1777', '1312', '665', '103', '34']",96
6407,428,6,22122,"['9648', '8254', '3380', '596', '244']",96
6408,428,5,14585,"['4277', '4787', '3807', '1235', '479']",88
6409,428,5,32070,"['10411', '14030', '6210', '1152', '267']",96
6410,428,5,55618,"['23503', '22425', '8396', '1042', '252']",98
6411,428,6,17200,"['5949', '6831', '3663', '599', '158']",96
6412,428,5,33464,"['10190', '13521', '7721', '1651', '381']",94
6413,427,8,13295,"['5585', '5107', '2050', '393', '160']",96
6414,427,5,6803,"['5412', '828', '335', '91', '137']",97
6415,427,5,16294,"['6397', '5306', '3183', '769', '639']",91
6416,427,7,32305,"['10742', '8462', '8137', '3494', '1470']",85
6417,427,5,11748,"['6061', '3803', '1531', '273', '80']",97
6418,427,6,160937,"['42308', '66285', '40355', '9310', '2679']",93
6419,427,6,16886,"['7481', '5661', '2836', '672', '236']",95
6420,427,5,8318,"['4280', '2592', '1160', '233', '53']",97
6421,427,5,14236,"['4953', '5020', '3408', '708', '147']",94
6422,426,5,14758,"['3742', '6004', '3817', '917', '278']",92
6423,426,5,1380,"['617', '458', '242', '49', '14']",95
6424,426,5,7121,"['2926', '2783', '1109', '226', '77']",96
6425,426,6,11941,"['6246', '3324', '1711', '485', '175']",94
6426,426,5,6835,"['1882', '2756', '1778', '354', '65']",94
6427,426,6,10923,"['5438', '3750', '1407', '243', '85']",97
6428,426,6,38957,"['21002', '12206', '4725', '772', '252']",97
6429,426,5,31037,"['7396', '11090', '9402', '2534', '615']",90
6430,426,5,5902,"['4381', '1112', '294', '70', '45']",98
6431,426,5,7386,"['2039', '2808', '1789', '500', '250']",90
6432,426,5,23811,"['8778', '9770', '4159', '865', '239']",95
6433,425,5,86043,"['21174', '32512', '25671', '5397', '1289']",92
6434,425,7,17272,"['4555', '6281', '4936', '1233', '267']",91
6435,425,5,9545,"['3405', '3977', '1801', '290', '72']",96
6436,425,5,16596,"['5882', '5540', '3670', '1127', '377']",91
